DATAFLOW,FREQ: Frequency of observation,REF_AREA: Reference area,STAT_UNIT: Statistical Unit,SEX: Sex,NATL: Nationality,SECTOR: Sector,EDU_LEVEL: Education Level,EDU_INST: Educational Institutions,EXAM_STATUS: Examination Status,FIELD: Fields of Education and Training,GRADE: Grade,INTENSITY: Intensity,ISLAND: Island,JOB_TYPE: Job Type,MNQF_LEVEL: MNQF Level,QUAL: Qualification,SUBJECT: Subject,TRNG_INST_MOD: Training Institutions and Modalities,UNIT_MEASURE: Unit of measure,TIME_PERIOD: Time period,OBS_VALUE,TABLE_ID: Table ID,UNIT_MULT: Unit multiplier,DECIMALS: Decimals
MV_MBS:YB_T0712(1.0),A: Annual,S: Addu City,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC02: Pre-primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,UKG: UKG,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,411,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,GDh: South Huvadhu Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G5: Grade 5,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,247,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,V: Felidhu Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC3: Higher secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G11: Grade 11,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,0,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,HA: North Thiladhunmathi,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G9: Grade 9,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,213,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,V: Felidhu Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G7: Grade 7,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,28,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Gn: Gnaviyani,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G3: Grade 3,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,196,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Dh: South Nilandhe Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G3: Grade 3,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,142,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,GDh: South Huvadhu Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G2: Grade 2,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,251,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,B: South Maalhosmadulu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G4: Grade 4,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,227,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Adh: South Ari Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G8: Grade 8,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,128,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Th: Kolhumadulu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,1631,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,M: Mulakatholhu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC02: Pre-primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,LKG: LKG,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,116,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,MV: Republic of Maldives,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC3: Higher secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G12: Grade 12,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,1544,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,F: North Nilandhe Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC02: Pre-primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,307,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,L: Hadhdhunmathi,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC02: Pre-primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,NURS: Nurs.,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,10,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Adh: South Ari Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G2: Grade 2,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,215,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,F: North Nilandhe Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G8: Grade 8,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,112,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,B: South Maalhosmadulu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,2521,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,L: Hadhdhunmathi,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G1: Grade 1,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,304,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,S: Addu City,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,SC: Special Classes,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,2,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Gn: Gnaviyani,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G6: Grade 6,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,219,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,B: South Maalhosmadulu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC3: Higher secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G11: Grade 11,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,35,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,F: North Nilandhe Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G2: Grade 2,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,125,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,GA: North Huvadhu Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G6: Grade 6,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,181,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,HDh: South Thiladhunmathi,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G1: Grade 1,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,517,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,L: Hadhdhunmathi,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G8: Grade 8,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,261,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,GA: North Huvadhu Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC3: Higher secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,21,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Lh: Faadhippolhu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G5: Grade 5,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,184,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,V: Felidhu Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC02: Pre-primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,LKG: LKG,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,54,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,GA: North Huvadhu Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC3: Higher secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G11: Grade 11,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,7,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Dh: South Nilandhe Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC02: Pre-primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,LKG: LKG,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,168,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,R: North Maalhosmadulu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC02: Pre-primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,LKG: LKG,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,465,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,D: Maale City,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G1: Grade 1,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,2508,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Dh: South Nilandhe Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC3: Higher secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G12: Grade 12,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,22,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Sh: North Miladhunmadulu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC02: Pre-primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,NURS: Nurs.,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,1,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,GDh: South Huvadhu Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,1798,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Lh: Faadhippolhu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,SC: Special Classes,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,6,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,N: South Miladhunmadulu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G9: Grade 9,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,179,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,HDh: South Thiladhunmathi,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G5: Grade 5,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,497,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,N: South Miladhunmadulu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,550,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,ATOLL: Atolls,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G6: Grade 6,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,4643,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,K: Male' Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G9: Grade 9,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,176,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,D: Maale City,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC02: Pre-primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,LKG: LKG,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,2960,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Adh: South Ari Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,1373,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,GDh: South Huvadhu Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G9: Grade 9,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,229,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Gn: Gnaviyani,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,SC: Special Classes,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,14,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,GDh: South Huvadhu Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC3: Higher secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G12: Grade 12,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,21,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,V: Felidhu Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G2: Grade 2,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,31,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Aa: North Ari Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC02: Pre-primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,369,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,N: South Miladhunmadulu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC02: Pre-primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,UKG: UKG,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,258,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Lh: Faadhippolhu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC3: Higher secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G11: Grade 11,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,16,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Aa: North Ari Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G3: Grade 3,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,164,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,R: North Maalhosmadulu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC3: Higher secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,88,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,ATOLL: Atolls,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC3: Higher secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,1282,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,S: Addu City,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC1: Primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,2997,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Aa: North Ari Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,SC: Special Classes,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,0,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,F: North Nilandhe Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,272,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,GDh: South Huvadhu Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC02: Pre-primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,LKG: LKG,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,307,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Adh: South Ari Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC02: Pre-primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,NURS: Nurs.,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,39,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,K: Male' Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G8: Grade 8,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,213,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,V: Felidhu Atoll,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC2: Lower secondary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,G8: Grade 8,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,24,T0712,0: Units,0: Zero
MV_MBS:YB_T0712(1.0),A: Annual,Lh: Faadhippolhu,STU: Students,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,ISC02: Pre-primary education,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_T: Total,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,_Z: Not applicable,PS: Persons,2020,479,T0712,0: Units,0: Zero
